-0.903483 -0.146108 -522207248605767.062500 5
-0.992115 -0.125333 4631150671911330.000000 1
-0.968583 -0.248690 -530742317827556.375000 2
-0.929776 -0.368125 42247508172679.640625 3
-0.847640 -0.274036 150903363040869.187500 11
-0.968583 -0.248690 -530742317827556.375000 2
-0.838383 -0.043527 168904394652924.843750 12
-1.000000 -0.000000 -400858410455920.000000 4
-0.903483 -0.146108 -522207248605767.062500 5
-0.791796 -0.401964 -32187887284822.867188 10
-0.876307 -0.481754 3408867490184.642578 6
-0.735953 -0.529892 3855915262022.601562 15
-0.664439 -0.453191 14582597664866.246094 20
-0.592925 -0.376490 2715276991586.717773 33
-0.680489 -0.312940 -30205489470491.730469 21
-0.616669 -0.529062 -2959628071164.544434 25
-0.664439 -0.453191 14582597664866.246094 20
-0.735953 -0.529892 3855915262022.601562 15
-0.616669 -0.529062 -2959628071164.544434 25
-0.592925 -0.376490 2715276991586.717773 33
-0.664439 -0.453191 14582597664866.246094 20
-0.847640 -0.274036 150903363040869.187500 11
-0.929776 -0.368125 42247508172679.640625 3
-0.791796 -0.401964 -32187887284822.867188 10
-0.577982 0.366799 137345007299.208496 58
-0.479568 0.320346 -71557047836.694946 75
-0.512882 0.469380 -26350791168.969910 77
-0.381154 0.273894 -75017281956.859711 78
-0.528266 0.210023 316256326972.297302 59
-0.413450 0.155828 154905212349.195526 60
-0.389865 0.411315 23764529261.469082 95
-0.479568 0.320346 -71557047836.694946 75
-0.381154 0.273894 -75017281956.859711 78
-0.250954 0.479057 -4970857222.315224 114
-0.389865 0.411315 23764529261.469082 95
-0.266847 0.353249 8617292894.350021 98
-0.349368 0.525509 -4784089864.895277 113
-0.447782 0.571962 6509390615.259414 97
-0.389865 0.411315 23764529261.469082 95
-0.577982 0.366799 137345007299.208496 58
-0.528266 0.210023 316256326972.297302 59
-0.479568 0.320346 -71557047836.694946 75
-0.080876 0.156675 -627770399.230683 110
-0.042554 0.274619 1169737143.411532 117
-0.162647 0.251030 -5429279071.553252 99
-0.189755 0.129154 17379113971.543446 93
-0.080876 0.156675 -627770399.230683 110
-0.162647 0.251030 -5429279071.553252 99
-0.282741 0.227442 6063396659.725861 79
-0.189755 0.129154 17379113971.543446 93
-0.162647 0.251030 -5429279071.553252 99
-0.298634 0.101634 -140222552306.978760 73
-0.216863 0.007278 51356032431.444946 80
-0.189755 0.129154 17379113971.543446 93
0.198854 -0.161776 66423872.868453 141
0.078503 -0.051694 -182750103.420715 122
0.067288 -0.173570 -817067403.900645 121
0.125317 0.034143 -394893398.298226 128
0.020079 0.059698 1809004940.732414 118
0.078503 -0.051694 -182750103.420715 122
0.196515 -0.037934 78412494.556351 140
0.125317 0.034143 -394893398.298226 128
0.078503 -0.051694 -182750103.420715 122
0.172130 0.119981 -190399103.223440 137
0.020079 0.059698 1809004940.732414 118
0.125317 0.034143 -394893398.298226 128
0.282741 0.227442 10755074.380825 155
0.172130 0.119981 -190399103.223440 137
0.298634 0.101634 22470713.711187 156
0.282741 0.227442 10755074.380825 155
0.163714 0.327039 -23925509.766250 153
0.167922 0.223510 145221107.164402 147
-0.080876 0.156675 -627770399.230683 110
-0.119199 0.038730 -9326393311.782207 100
0.020079 0.059698 1809004940.732414 118
-0.838383 -0.043527 168904394652924.843750 12
-0.915249 0.040903 28958274176922.886719 9
-1.000000 -0.000000 -400858410455920.000000 4
-0.903483 -0.146108 -522207248605767.062500 5
-1.000000 -0.000000 -400858410455920.000000 4
-0.992115 -0.125333 4631150671911330.000000 1
-0.362206 -0.401597 140264480623.534760 53
-0.378100 -0.527404 -105512926110.934753 52
-0.272489 -0.433048 6437582001.409920 67
-0.847640 -0.274036 150903363040869.187500 11
-0.903483 -0.146108 -522207248605767.062500 5
-0.968583 -0.248690 -530742317827556.375000 2
-0.847640 -0.274036 150903363040869.187500 11
-0.792049 -0.172045 36284511744101.765625 13
-0.903483 -0.146108 -522207248605767.062500 5
-0.876307 -0.481754 3408867490184.642578 6
-0.791796 -0.401964 -32187887284822.867188 10
-0.929776 -0.368125 42247508172679.640625 3
-0.664439 -0.453191 14582597664866.246094 20
-0.791796 -0.401964 -32187887284822.867188 10
-0.735953 -0.529892 3855915262022.601562 15
-0.680615 -0.197981 3998550819317.147461 22
-0.680489 -0.312940 -30205489470491.730469 21
-0.569181 -0.223917 3521203741556.516113 34
-0.680615 -0.197981 3998550819317.147461 22
-0.792049 -0.172045 36284511744101.765625 13
-0.680489 -0.312940 -30205489470491.730469 21
-0.515073 -0.029496 -2652655926304.259766 39
-0.441136 -0.097722 -62992564428.216080 50
-0.445745 0.037763 634746809750.382324 54
-0.330420 -0.149981 120598220415.591995 66
-0.469331 -0.217723 -845994949006.572266 49
-0.346313 -0.275789 298256520664.144836 64
-0.838383 -0.043527 168904394652924.843750 12
-0.903483 -0.146108 -522207248605767.062500 5
-0.792049 -0.172045 36284511744101.765625 13
-0.735953 -0.529892 3855915262022.601562 15
-0.809017 -0.587785 -2567179686356.250000 7
-0.728969 -0.684547 -840809611762.090820 14
-0.346313 -0.275789 298256520664.144836 64
-0.469331 -0.217723 -845994949006.572266 49
-0.443723 -0.339315 -1247752125083.631592 48
-0.876307 -0.481754 3408867490184.642578 6
-0.809017 -0.587785 -2567179686356.250000 7
-0.735953 -0.529892 3855915262022.601562 15
-0.309017 0.951057 -96081238.659360 148
-0.317582 0.777124 188904602.452457 131
-0.203275 0.856480 -5321704.351161 149
-0.915249 0.040903 28958274176922.886719 9
-0.992115 0.125333 39216139432259.179688 8
-1.000000 -0.000000 -400858410455920.000000 4
-0.773283 0.059054 -26045430219305.386719 18
-0.915249 0.040903 28958274176922.886719 9
-0.838383 -0.043527 168904394652924.843750 12
-0.773283 0.059054 -26045430219305.386719 18
-0.838383 0.205163 -7831341026036.837891 17
-0.915249 0.040903 28958274176922.886719 9
-0.317582 0.777124 188904602.452457 131
-0.309017 0.951057 -96081238.659360 148
-0.425779 0.904827 139168935.717778 130
-0.447782 0.737755 -504916855.151146 112
-0.425779 0.904827 139168935.717778 130
-0.535827 0.844328 -160642292.140124 111
-0.992115 0.125333 39216139432259.179688 8
-0.915249 0.040903 28958274176922.886719 9
-0.838383 0.205163 -7831341026036.837891 17
-0.382682 0.674543 -746679339.648504 115
-0.447782 0.571962 6509390615.259414 97
-0.349368 0.525509 -4784089864.895277 113
-0.425779 0.904827 139168935.717778 130
-0.447782 0.737755 -504916855.151146 112
-0.317582 0.777124 188904602.452457 131
-0.382682 0.674543 -746679339.648504 115
-0.349368 0.525509 -4784089864.895277 113
-0.235061 0.604864 1554224652.552049 132
-0.816683 0.308437 1625578542566.677246 27
-0.968583 0.248690 -5079545316546.631836 16
-0.838383 0.205163 -7831341026036.837891 17
-0.816683 0.308437 1625578542566.677246 27
-0.929776 0.368125 498443177088.739197 26
-0.968583 0.248690 -5079545316546.631836 16
-0.708183 0.161636 3677111025855.194336 28
-0.816683 0.308437 1625578542566.677246 27
-0.838383 0.205163 -7831341026036.837891 17
-0.794983 0.411712 -291533183365.457947 41
-0.929776 0.368125 498443177088.739197 26
-0.816683 0.308437 1625578542566.677246 27
-0.314527 -0.024174 -116234718838.502274 65
-0.330420 -0.149981 120598220415.591995 66
-0.157522 -0.079215 807232571.609441 85
-0.080876 0.156675 -627770399.230683 110
-0.189755 0.129154 17379113971.543446 93
-0.119199 0.038730 -9326393311.782207 100
-0.576964 0.099699 -1606754172853.899902 44
-0.528266 0.210023 316256326972.297302 59
-0.643082 0.264217 -351871197027.494019 43
-0.773283 0.059054 -26045430219305.386719 18
-0.658594 0.038247 10152507890977.427734 29
-0.708183 0.161636 3677111025855.194336 28
-0.445745 0.037763 634746809750.382324 54
-0.413450 0.155828 154905212349.195526 60
-0.576964 0.099699 -1606754172853.899902 44
-0.216863 0.007278 51356032431.444946 80
-0.298634 0.101634 -140222552306.978760 73
-0.314527 -0.024174 -116234718838.502274 65
-0.157522 -0.079215 807232571.609441 85
-0.216863 0.007278 51356032431.444946 80
-0.314527 -0.024174 -116234718838.502274 65
-0.119199 0.038730 -9326393311.782207 100
-0.189755 0.129154 17379113971.543446 93
-0.216863 0.007278 51356032431.444946 80
-0.576964 0.099699 -1606754172853.899902 44
-0.643082 0.264217 -351871197027.494019 43
-0.708183 0.161636 3677111025855.194336 28
-0.413450 0.155828 154905212349.195526 60
-0.528266 0.210023 316256326972.297302 59
-0.576964 0.099699 -1606754172853.899902 44
-0.298634 0.101634 -140222552306.978760 73
-0.413450 0.155828 154905212349.195526 60
