-0.943557 -0.154516 103803348807985766801242903027054310135592775714712613822466591056669345213292199510076528842169357048512370987499520.000000 21
-0.904827 -0.121651 115483903338630008770480782963503488254313355236619462909346184803531246022046342967476814801881244877143019777687552.000000 23
-0.948471 -0.093079 214917352630415822416002568248827120267252316042206212555280641962018654275124990210208667731758221634100880365060096.000000 12
-0.982287 -0.187381 81112428627006499192284377584893003411205725021367371910235302064362255977701219617831362601711361031000098391195648.000000 22
-0.943557 -0.154516 103803348807985766801242903027054310135592775714712613822466591056669345213292199510076528842169357048512370987499520.000000 21
-0.992115 -0.125333 175367763900416804828766582842957347754975039058460498546692694326456604066970089749195311820173704677797060801462272.000000 11
-0.982287 -0.187381 81112428627006499192284377584893003411205725021367371910235302064362255977701219617831362601711361031000098391195648.000000 22
-0.904827 -0.182477 63243415440632455788158438996334755713487211383416399430959425959066959473078366521085573376380213902223465821241344.000000 39
-0.943557 -0.154516 103803348807985766801242903027054310135592775714712613822466591056669345213292199510076528842169357048512370987499520.000000 21
-0.863226 -0.223027 33098070161586693158683637723232544880686628229344796710796267827591735441207034392716247467906350970138415520022528.000000 61
-0.860254 -0.165098 54922689772404767255434620402295446811702964358822283090707519822752291092901798695092644621347790892614362287046656.000000 41
-0.904827 -0.182477 63243415440632455788158438996334755713487211383416399430959425959066959473078366521085573376380213902223465821241344.000000 39
-0.821625 -0.263578 17426376955242369558977418215100571457028708719367657420852843006096875075412490628122479475810917682997642330636288.000000 86
-0.863226 -0.223027 33098070161586693158683637723232544880686628229344796710796267827591735441207034392716247467906350970138415520022528.000000 61
-0.904827 -0.243302 33493837727186316398498347456251172405009277115435054294553416896591683141656316176097847838542877337741227341119488.000000 62
-0.815682 -0.208545 26526713477969069236007954549424966612979736472629164414643654134299921085172476746867862882023771693850262564241408.000000 64
-0.860254 -0.165098 54922689772404767255434620402295446811702964358822283090707519822752291092901798695092644621347790892614362287046656.000000 41
-0.863226 -0.223027 33098070161586693158683637723232544880686628229344796710796267827591735441207034392716247467906350970138415520022528.000000 61
-0.904827 -0.000000 284024251174942051089294993766409601103013566440486010166289358432314833246134176324144896734341801307390895659679744.000000 14
-0.952414 -0.000000 574581580836618340689837724235304870267448275478507526265723537377217756789543510270826907252271228754924775093043200.000000 6
-0.904827 -0.060826 196222077095357438354771728845222493765706747754195305348625781071255741344163677554048817248206470229432880158736384.000000 13
-0.904827 -0.182477 63243415440632455788158438996334755713487211383416399430959425959066959473078366521085573376380213902223465821241344.000000 39
-0.968583 -0.248690 40050512221527754696757832730863944054072743720517058019616554273674985685095751428528397914465962531970470272565248.000000 40
-0.904827 -0.243302 33493837727186316398498347456251172405009277115435054294553416896591683141656316176097847838542877337741227341119488.000000 62
-0.948471 -0.093079 214917352630415822416002568248827120267252316042206212555280641962018654275124990210208667731758221634100880365060096.000000 12
-0.904827 -0.060826 196222077095357438354771728845222493765706747754195305348625781071255741344163677554048817248206470229432880158736384.000000 13
-0.952414 -0.000000 574581580836618340689837724235304870267448275478507526265723537377217756789543510270826907252271228754924775093043200.000000 6
-0.943557 -0.154516 103803348807985766801242903027054310135592775714712613822466591056669345213292199510076528842169357048512370987499520.000000 21
-0.948471 -0.093079 214917352630415822416002568248827120267252316042206212555280641962018654275124990210208667731758221634100880365060096.000000 12
-0.992115 -0.125333 175367763900416804828766582842957347754975039058460498546692694326456604066970089749195311820173704677797060801462272.000000 11
-0.904827 -0.121651 115483903338630008770480782963503488254313355236619462909346184803531246022046342967476814801881244877143019777687552.000000 23
-0.904827 -0.060826 196222077095357438354771728845222493765706747754195305348625781071255741344163677554048817248206470229432880158736384.000000 13
-0.948471 -0.093079 214917352630415822416002568248827120267252316042206212555280641962018654275124990210208667731758221634100880365060096.000000 12
-0.547193 -0.608688 204223068413612090041853226690896964805303973758580885474089345090304816040551575978189876842711286849746751193088.000000 282
-0.618173 -0.556429 458227052398844330893695134717422384310397621016888206160289799479632419805387721425623181318062626538805000142848.000000 244
-0.630851 -0.621753 316160325628171321363221936603027214619410447946944048893188308644545896013738905146555103255627587965676999933952.000000 281
-0.663513 -0.589091 477465704902502535909426791675989163236094036068123640479913646768023320026766095726995474103871931683854767620096.000000 276
-0.726292 -0.541912 975374489354516856488861122070315545627662705202645327281593126718083670537906385681830244902467367201507521855488.000000 238
