-0.943557 -0.154516 8651726457149126052285267185510595580745544634115705406139601834185708467502885060622187302917002542009345690350914932567259692135105481955468949057437696.000000 21
-0.904827 -0.121651 9405874859794775040238317624876610194326143382588933809697293693918525960121910159141903657301946546169665610235867331632902747970441179297526931404095488.000000 23
-0.948471 -0.093079 15514591045915713242733722669105682413934214591972369946549146764745225079729646099629668675884562970326394688754407535296687385913102910609787320950325248.000000 12
-0.982287 -0.187381 7100004054986265551673866922840190525453898679547340126134526650997611045559341177226461423157558075515625759698700421407810446520067298402091291308457984.000000 22
-0.943557 -0.154516 8651726457149126052285267185510595580745544634115705406139601834185708467502885060622187302917002542009345690350914932567259692135105481955468949057437696.000000 21
-0.992115 -0.125333 13153563306028546590935340212616726067001312860334027257727252640454904187176413201046100062199487586807686098489441101816570088723588033974190444057198592.000000 11
-0.982287 -0.187381 7100004054986265551673866922840190525453898679547340126134526650997611045559341177226461423157558075515625759698700421407810446520067298402091291308457984.000000 22
-0.904827 -0.182477 5766831902962217652931305718482427023092602127313380599934348906024793090988466481967629378918158200248466524774337261519468290265952194682446774601252864.000000 39
-0.943557 -0.154516 8651726457149126052285267185510595580745544634115705406139601834185708467502885060622187302917002542009345690350914932567259692135105481955468949057437696.000000 21
-0.863226 -0.223027 3345828274279642564451931331502687045186158040436290935271556426552618412250777514742033507813221107100817919442247392037334487856333266407103458587967488.000000 61
-0.860254 -0.165098 5114964517315319277057423231831783044767838720238764760975420999468751189844035424540504892034912512345344601538084005786413166672233229442958056161804288.000000 41
-0.904827 -0.182477 5766831902962217652931305718482427023092602127313380599934348906024793090988466481967629378918158200248466524774337261519468290265952194682446774601252864.000000 39
-0.821625 -0.263578 1933425402554281387223646129113425462745674155867966998941322359075386884511754112007583666859831226485673396511263475359473460050656494036826389374566400.000000 86
-0.863226 -0.223027 3345828274279642564451931331502687045186158040436290935271556426552618412250777514742033507813221107100817919442247392037334487856333266407103458587967488.000000 61
-0.904827 -0.243302 3395564129212162735757177553273111547607123361764015011575258875661950700795756991870160115064469772241641140873718800745758880699941537744094403670048768.000000 62
-0.815682 -0.208545 2772973082291207942935279318657723683913506587302654342984381704759408379427270690541365418894546826185865182748885802995224224831055674157884783825256448.000000 64
-0.860254 -0.165098 5114964517315319277057423231831783044767838720238764760975420999468751189844035424540504892034912512345344601538084005786413166672233229442958056161804288.000000 41
-0.863226 -0.223027 3345828274279642564451931331502687045186158040436290935271556426552618412250777514742033507813221107100817919442247392037334487856333266407103458587967488.000000 61
-0.904827 -0.000000 18823485819136040956235991669206604890085501276963772165245449334494280002004387988325086166715290994405325616030928620346553692905431656910480873090973696.000000 14
-0.952414 -0.000000 33169125208051515825278052287223587958747777698038467668914594240604043075392693653523673426847925675687768669993493641161621619495162818257314195362021376.000000 6
-0.904827 -0.060826 14319591579503783886174425069522422430440319725323810652712335230844748420508849486698722666951086357246162768613653719323044089697361067891856192089096192.000000 13
-0.904827 -0.182477 5766831902962217652931305718482427023092602127313380599934348906024793090988466481967629378918158200248466524774337261519468290265952194682446774601252864.000000 39
-0.968583 -0.248690 3966777699592343789811713461490959814573287617203043229924779571876080937967876703624063585650869444696759700360568893691370411088764581806967774706139136.000000 40
-0.904827 -0.243302 3395564129212162735757177553273111547607123361764015011575258875661950700795756991870160115064469772241641140873718800745758880699941537744094403670048768.000000 62
-0.948471 -0.093079 15514591045915713242733722669105682413934214591972369946549146764745225079729646099629668675884562970326394688754407535296687385913102910609787320950325248.000000 12
-0.904827 -0.060826 14319591579503783886174425069522422430440319725323810652712335230844748420508849486698722666951086357246162768613653719323044089697361067891856192089096192.000000 13
-0.952414 -0.000000 33169125208051515825278052287223587958747777698038467668914594240604043075392693653523673426847925675687768669993493641161621619495162818257314195362021376.000000 6
-0.943557 -0.154516 8651726457149126052285267185510595580745544634115705406139601834185708467502885060622187302917002542009345690350914932567259692135105481955468949057437696.000000 21
-0.948471 -0.093079 15514591045915713242733722669105682413934214591972369946549146764745225079729646099629668675884562970326394688754407535296687385913102910609787320950325248.000000 12
-0.992115 -0.125333 13153563306028546590935340212616726067001312860334027257727252640454904187176413201046100062199487586807686098489441101816570088723588033974190444057198592.000000 11
-0.904827 -0.121651 9405874859794775040238317624876610194326143382588933809697293693918525960121910159141903657301946546169665610235867331632902747970441179297526931404095488.000000 23
-0.904827 -0.060826 14319591579503783886174425069522422430440319725323810652712335230844748420508849486698722666951086357246162768613653719323044089697361067891856192089096192.000000 13
-0.948471 -0.093079 15514591045915713242733722669105682413934214591972369946549146764745225079729646099629668675884562970326394688754407535296687385913102910609787320950325248.000000 12
-0.547193 -0.608688 29643577997033436979927348991939401484203761552854832119112656455787083050861495352101009746138097244747676274794340246084399220442831581049376414367744.000000 282
-0.618173 -0.556429 66485338015464780739132146109731712137261306138444278521280368973648688773551787607287529767453469414765655138816979428225439168370711517189244062793728.000000 244
-0.630851 -0.621753 46010182958803928819421129596932519561654460286220517150198051083939910547035704615241173176169558451346681527979135814837977221335403275750972950839296.000000 281
-0.663513 -0.589091 69335047770488974173108613430733463613769206357054324748818647043003793483066153228394455304842335001424923388432756517156492027146694058422345872179200.000000 276
-0.726292 -0.541912 138994628650943966535208893922334817266260814320375083472672933855557757642912700480929314984391321182905177462742312027104383821522861066203114007166976.000000 238
-0.730628 -0.599978 94115619487730119145329104312293356100580089753140547608468807151564207544987835878951171230864054624972094759927959662884650631558541637995462152683520.000000 242
-0.616383 -0.480217 113832332190398039566687802847377272878730896147867674988385170221457293840774141241112823400089031291696693198346288611089561006742202054612064908869632.000000 210
-0.663184 -0.480217 152763927481659775836610255670943991988451741976028082909321428949247195303687284985018988835533354961999460473714019892817867659525918872097863013236736.000000 203
-0.671149 -0.534654 108105889441022747875400537396966988679087707779255672653745842045691207411361766262265936920782957459741470046580747295528718675008442096736020138557440.000000 239
-0.717621 -0.425779 314748496548978414043853516828462256045435002145823349973388797028039814799321375859985326779082987106169462696069234148183172435300491920290669215612928.000000 174
-0.780023 -0.425779 439299611682098301094635383589589668312496165322278552385142647268231776085689825172941366473173255666159036061352027682985326027402052254341807464251392.000000 173
-0.721957 -0.483846 208303092166510220849938526092237295069092385453561725631465791491372616740709342337576783474115441121907172542622268460540388858753228452783728147562496.000000 204
-0.770513 -0.637424 90260473508473727088045286811028299317596479750644148977077805862298408175360088187956740901087946725952622576590693864952956797402414947466010624524288.000000 243
-0.728969 -0.684547 53665077243901459904668374276004355405630026428182024929828036540374135383393317730803923109306362249916393704339620726020214759211271472714546096898048.000000 280
-0.687078 -0.643528 54735605648429375587963587273083141257879659121437725351923004475351737535210280001773796417601129961535181000102794057972018121110824880692154280706048.000000 279
-0.643528 -0.687078 31995622322474382281633948428558998161919589815425682394813466483251184889350540120797625635339204083259501686512571163200170343975450858377406670962688.000000 317
-0.637424 -0.770513 18995484270944851172122838965472648484493005722723085694337641575406491244176128503548284646551379859266107501517103233275509736478802721370625326186496.000000 352
-0.599978 -0.730628 18981033773472978804139926803831961255133187141388301446560140419863392756409426244537267494869454486595369542667558652492037343604999415288674054569984.000000 353
-0.643528 -0.687078 31995622322474382281633948428558998161919589815425682394813466483251184889350540120797625635339204083259501686512571163200170343975450858377406670962688.000000 317
-0.599978 -0.730628 18981033773472978804139926803831961255133187141388301446560140419863392756409426244537267494869454486595369542667558652492037343604999415288674054569984.000000 353
-0.573586 -0.669658 23485771548595883406325074037344085465574321342586213207060398422323206679049872528036128583314560809093732686620947432081822269852346157163322231750656.000000 318
-0.663184 -0.480217 152763927481659775836610255670943991988451741976028082909321428949247195303687284985018988835533354961999460473714019892817867659525918872097863013236736.000000 203
-0.717621 -0.425779 314748496548978414043853516828462256045435002145823349973388797028039814799321375859985326779082987106169462696069234148183172435300491920290669215612928.000000 174
-0.721957 -0.483846 208303092166510220849938526092237295069092385453561725631465791491372616740709342337576783474115441121907172542622268460540388858753228452783728147562496.000000 204
-0.728969 -0.684547 53665077243901459904668374276004355405630026428182024929828036540374135383393317730803923109306362249916393704339620726020214759211271472714546096898048.000000 280
-0.684547 -0.728969 32497108415367468392553607813400879815078380955296606923969426030846869881214649976923367720623066081802880714225664510517508497816849133565696370802688.000000 316
-0.643528 -0.687078 31995622322474382281633948428558998161919589815425682394813466483251184889350540120797625635339204083259501686512571163200170343975450858377406670962688.000000 317
-0.121651 -0.904827 287837896031368062561536535288777855662579356936226045388085435816823971664173114532066371872750788360939877462069945541848475905068675076886682927104.000000 548
-0.098671 -0.852757 299738693336205605148778259270022703534082567647568839944290329968387904931604404856437186568506661847553358834280483371401671662524696328953875398656.000000 577
-0.158010 -0.863171 450530611588985634599366882992519975376908022495106378204415591685980135054954782100952798832536038587683521303641311144227291213843000324544163479552.000000 543
-0.158010 -0.863171 450530611588985634599366882992519975376908022495106378204415591685980135054954782100952798832536038587683521303641311144227291213843000324544163479552.000000 543
-0.098671 -0.852757 299738693336205605148778259270022703534082567647568839944290329968387904931604404856437186568506661847553358834280483371401671662524696328953875398656.000000 577
-0.136517 -0.800686 509436583833218691380257902161827037292069538585106541648795376685060515445667715689740736878953199698272157857235719447640020440238498306106075381760.000000 544
-0.182477 -0.904827 435936019140021247188389889533098131543885322525240943520464549497593032591299553409198362820799630952243970740926312262676483011423765260835791831040.000000 511
-0.158010 -0.863171 450530611588985634599366882992519975376908022495106378204415591685980135054954782100952798832536038587683521303641311144227291213843000324544163479552.000000 543
-0.194369 -0.821514 719255001372699086814451404647406193740854782333809114546682247709433958356438506877757487867029733809333311267088147909107985515361213533204317732864.000000 509
-0.182477 -0.904827 435936019140021247188389889533098131543885322525240943520464549497593032591299553409198362820799630952243970740926312262676483011423765260835791831040.000000 511
-0.121651 -0.904827 287837896031368062561536535288777855662579356936226045388085435816823971664173114532066371872750788360939877462069945541848475905068675076886682927104.000000 548
-0.158010 -0.863171 450530611588985634599366882992519975376908022495106378204415591685980135054954782100952798832536038587683521303641311144227291213843000324544163479552.000000 543
-0.027045 -0.559080 769602603092036357074190038796422109846697730854773374342353208527196399442357081181192634572341288078585439961567845020078826901029422130784829964288.000000 552
0.009744 -0.613233 431649071438411311207683305686313233148302465645082606036521360249580895332660108924917364461553411073233437419317800940220958809805661126975480135680.000000 578
0.056678 -0.542417 394639238428597580947781810214940337042313792217580033127246594791385505805516098838649453792912795787083894188257170765227341058755694794688214073344.000000 587
-0.218407 -0.425779 7278034760953124919793915122970513502367892266720766519570020714525622389647723777335742527199001057489272004781739671611134096823813411255127908548608.000000 399
-0.214400 -0.491735 5106656449095567187490721938999276755127441824631729852921339795638104999956175772978247384029532078181946351322183956470957838087194517673398979526656.000000 400
-0.156005 -0.425779 4237022328103794396450852584354159026540345801290295303624955657298103552826353988025879619241141619956476000908063665709102143030150404808146086264832.000000 438
0.037040 -0.738202 184050953527383148874841147014990906693682599057068753962926999134953099688387506534056099771735070128996032229401427046381264822108489098865800118272.000000 584
-0.022890 -0.692380 375279707591039760609398055757991023424856329629986065523094322219294038690878638037221434227389911572206159051817809286614708957736903837772431753216.000000 551
-0.020812 -0.759030 261799656787827838679916655277760840836862471233998792852513463046787191493558295601729951212537371059017009682811855882991790783756263574954578018304.000000 550
-0.078635 -0.551443 1235791191265068944602444963615943811567610769401213890942327842073951830445342121230371369996116669224742015793501580545157424402669395614955735089152.000000 515
-0.130225 -0.543806 1967040316258351693400661749154308362648952437583167385679731712854078409406940546967966927875387451206972602174665479553946097595209767444866970681344.000000 476
-0.098095 -0.619481 1024525693396740020659459474271057829418963552510646428515610349051150870443547034173318432231846587402623307885375732659624658593434722499318905831424.000000 510
-0.139765 -0.738202 734899408024824174720379811058591425097327457333310711990900381796399252651529049371272641249497991049665093256337093725121903793804386253769921265664.000000 512
-0.136517 -0.800686 509436583833218691380257902161827037292069538585106541648795376685060515445667715689740736878953199698272157857235719447640020440238498306106075381760.000000 544
-0.078665 -0.779858 365165333705364466987297470441117635421093220035965215871515723675724649850589407016389380505569092298686123964543613446299158931083581146176228950016.000000 549
-0.143013 -0.675717 1056173591886114451680073631077135291103394033170689529240053780877029508521620689745007615988971807209743619225771377306902336674580288102958970699776.000000 475
-0.206388 -0.623647 2396585816859619951959564542026830217498113039801073887537209726620587559847392081015573211101913078840484233296817636322691310312671291592962954231808.000000 436
-0.202382 -0.689603 1537984016248882350124772131305020710231445846616641251840815955861814134735188435851110840107992556013726520172948450955472397329974976641954335424512.000000 474
-0.098095 -0.619481 1024525693396740020659459474271057829418963552510646428515610349051150870443547034173318432231846587402623307885375732659624658593434722499318905831424.000000 510
-0.146261 -0.613233 1580153291556714231548955268918474820448467436638663631403078149067525021456921474469865888197031866424606770562095121323930986187454374989685585870848.000000 472
-0.143013 -0.675717 1056173591886114451680073631077135291103394033170689529240053780877029508521620689745007615988971807209743619225771377306902336674580288102958970699776.000000 475
-0.049928 -0.625730 660049025817833150288541735209236348006130260136241139363183286719012465226622679733989042249782618062049489745779673068856584837065149673217584005120.000000 545
-0.098095 -0.619481 1024525693396740020659459474271057829418963552510646428515610349051150870443547034173318432231846587402623307885375732659624658593434722499318905831424.000000 510
-0.083644 -0.661832 724745195636145433824733101016801410148131747829648585158100711307064552734495056944550504674188941624176528440106268347747314540718465249487896969216.000000 513
